Neck x_Mean,Neck x_Std,Neck x_Min,Neck x_Max,Neck x_AUC,Neck x_Peaks,Neck y_Mean,Neck y_Std,Neck y_Min,Neck y_Max,Neck y_AUC,Neck y_Peaks,Neck z_Mean,Neck z_Std,Neck z_Min,Neck z_Max,Neck z_AUC,Neck z_Peaks,Head x_Mean,Head x_Std,Head x_Min,Head x_Max,Head x_AUC,Head x_Peaks,Head y_Mean,Head y_Std,Head y_Min,Head y_Max,Head y_AUC,Head y_Peaks,Head z_Mean,Head z_Std,Head z_Min,Head z_Max,Head z_AUC,Head z_Peaks,class_Mean,class_Std,class_Min,class_Max,class_AUC,class_Peaks,RMS_Neck_xy_Mean,RMS_Neck_xy_Std,RMS_Neck_xy_Min,RMS_Neck_xy_Max,RMS_Neck_xy_AUC,RMS_Neck_xy_Peaks,RMS_Neck_yz_Mean,RMS_Neck_yz_Std,RMS_Neck_yz_Min,RMS_Neck_yz_Max,RMS_Neck_yz_AUC,RMS_Neck_yz_Peaks,RMS_Neck_zx_Mean,RMS_Neck_zx_Std,RMS_Neck_zx_Min,RMS_Neck_zx_Max,RMS_Neck_zx_AUC,RMS_Neck_zx_Peaks,RMS_Neck_xyz_Mean,RMS_Neck_xyz_Std,RMS_Neck_xyz_Min,RMS_Neck_xyz_Max,RMS_Neck_xyz_AUC,RMS_Neck_xyz_Peaks,Roll_Neck_Mean,Roll_Neck_Std,Roll_Neck_Min,Roll_Neck_Max,Roll_Neck_AUC,Roll_Neck_Peaks,Pitch_Neck_Mean,Pitch_Neck_Std,Pitch_Neck_Min,Pitch_Neck_Max,Pitch_Neck_AUC,Pitch_Neck_Peaks,RMS_Head_xy_Mean,RMS_Head_xy_Std,RMS_Head_xy_Min,RMS_Head_xy_Max,RMS_Head_xy_AUC,RMS_Head_xy_Peaks,RMS_Head_yz_Mean,RMS_Head_yz_Std,RMS_Head_yz_Min,RMS_Head_yz_Max,RMS_Head_yz_AUC,RMS_Head_yz_Peaks,RMS_Head_zx_Mean,RMS_Head_zx_Std,RMS_Head_zx_Min,RMS_Head_zx_Max,RMS_Head_zx_AUC,RMS_Head_zx_Peaks,RMS_Head_xyz_Mean,RMS_Head_xyz_Std,RMS_Head_xyz_Min,RMS_Head_xyz_Max,RMS_Head_xyz_AUC,RMS_Head_xyz_Peaks,Roll_Head_Mean,Roll_Head_Std,Roll_Head_Min,Roll_Head_Max,Roll_Head_AUC,Roll_Head_Peaks,class
0.05844714401666667,0.25828866001826484,-0.595559885,0.653928853,3.1910479174999993,16.0,-0.005769507483333331,0.2704066647454565,-0.61384317,0.560260832,-0.7202148221666669,14.0,0.023134046199999994,0.15523960553621613,-0.308524418,0.412303914,1.5991937395833333,17.0,0.18099073278333339,2.0857570280247844,-9.032991764,13.00371424,9.01510301475,14.0,0.03734161085,0.6610252644921273,-2.804234657,2.18320934,2.0398798985000006,11.0,-0.2898616364166667,1.9675011320089189,-11.9724658,3.597998493,-17.440502420916665,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22621608460307283,0.14010438896861432,0.0234542952073027,0.5781798061565907,13.421586287384544,17.0,0.1870163538401261,0.115458597563417,0.0052502306116861,0.4464830566864685,11.296863961550013,18.0,0.17523595069345851,0.12722888118941023,0.0098087799728729,0.4638826920447968,10.42289895544328,19.0,0.20538876298369826,0.11443425652278204,0.0316904623867711,0.4758407678053249,12.246788529133832,16.0,1.5658205702503334,46.0089921569518,-88.48881784694622,80.66207917739082,4.20101981708659,13.0,9.3029062837338,41.65206074190315,-82.22571868568039,84.38727178673616,499.48198589748205,14.0,0.6087602098228373,1.426241098970969,0.0445416578124115,9.32370599755918,31.044716176877984,17.0,0.5908106882654,1.3573742995341511,0.047108277805223,8.605415165883425,33.53593636339396,18.0,0.671542642163089,1.9265219481438307,0.0124930110483711,12.498730362875833,35.71085441674986,20.0,0.6563627042113652,1.5773638887847576,0.040334822820682,10.282718907468194,35.54964898303282,17.0,11.486905786903138,46.127289416159755,-83.29740942881119,76.78513530627818,653.5474832534185,13.0,0
-0.09664612091666668,0.6884390175479068,-1.595246129,2.575806565,-6.4663087989999966,16.0,0.00902439468333333,0.40496742450542866,-1.113461882,0.914943285,0.4673567840000001,12.0,0.1320704251183333,0.7069422592252022,-0.895911394,3.110342339,7.7490045278999995,14.0,-0.11592857431666669,0.8279845345334886,-1.550989852,2.868575107,-7.934186135999998,9.0,-0.044527442266666675,0.5370225129912362,-1.341795083,1.228833543,-2.4396108641666667,13.0,0.13125055838333333,0.7577810181090902,-0.806948926,3.060637652,7.35114897825,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4423846751742558,0.3531897926375373,0.0206802977463769,1.85417274011003,27.161933509904685,16.0,0.3946239228587707,0.4271135853856623,0.0307639577025932,2.200751339511316,24.268296249181358,18.0,0.46079132663405853,0.5334312440841897,0.0252596973363927,2.701227629885651,28.24291500793823,18.0,0.4481468870562433,0.4290746692899153,0.0548671740094219,2.2236902554801765,27.533264089248707,18.0,-2.159749879403174,40.44933380038844,-80.06501151396321,73.19558415657313,-91.99974395025095,13.0,-11.363805212442113,42.72930834795182,-80.47417441568743,82.70515866761558,-651.2419096629288,15.0,0.5614922616558699,0.4173731718841704,0.0183797806364358,2.0310777142965675,32.70739530200433,13.0,0.4835877178031637,0.4508429415289354,0.059170941541948,2.1667179160384897,28.327101924429417,15.0,0.5627953190863261,0.5686661262576236,0.0585686371430518,2.9661613224283783,32.98912028199811,13.0,0.553587835780129,0.46419273480451856,0.0811717895604067,2.423362416138949,32.38281563685998,15.0,-1.8779186693478092,39.70942680773031,-82.53006910010929,68.96559858170978,-109.6080215825484,14.0,0
-0.028674457283333336,1.0783469106650285,-2.423520067,2.001615642,-1.7348490762500004,13.0,0.09134328013333333,0.7529045911036066,-1.483867618,1.689947522,7.981132383916667,15.0,-0.14547627494999998,0.6456512019529623,-2.962303101,0.722506946,-7.496293040166663,17.0,-0.14234077346666668,0.9337255023087628,-1.674198351,2.123807107,-8.516939736999998,11.0,0.08829246069999999,0.7767878557375282,-1.673698915,1.523143219,7.498581247749998,14.0,-0.23217306133333335,0.640467639207898,-2.833094651,0.898223136,-12.937169657666665,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8238545473716328,0.4234016497997009,0.1350054648598703,1.778593773857862,48.096860245006425,16.0,0.5909766364033804,0.38948170021169715,0.067615831511872,2.1238919428279264,33.85992529284095,17.0,0.7452789754985646,0.48597620286937254,0.0369494733681792,2.221856576199358,42.73585691643713,17.0,0.7556124911879647,0.3810179342650991,0.172387943224764,1.8366534419812957,43.77959133317842,18.0,7.55930312475631,40.00022441119597,-84.00116291885719,76.43247334221878,536.029161230903,15.0,-5.261789633648062,49.841709200650044,-84.82790082378038,74.19829185910109,-301.5886002872633,16.0,0.7814754827145035,0.36170774508571923,0.1702849415904649,1.6007946578840206,46.50429510579118,14.0,0.6040060346187249,0.40885837930566493,0.0754946252328307,2.011998940585777,35.394054458820605,16.0,0.6883007348981732,0.44378428389078645,0.0854140967451887,2.1416258676580773,40.45137577857202,16.0,0.7287337472846309,0.34089593827220865,0.150300689396665,1.7552755611162774,43.00165612482912,15.0,5.811535964579632,40.91069821196925,-77.28354253423895,85.31288878393251,477.2096810303448,15.0,0
0.16502545400000004,1.015397063429257,-2.141649657,2.49249285,9.593175637916667,14.0,-0.27758803335,1.1002566660079134,-2.639817518,2.195483691,-17.64079339133333,11.0,0.02968315744999999,0.7961691370526883,-1.792753815,2.252119041,1.2693240753333324,12.0,0.3034433419166667,0.9728992194743991,-1.555422535,2.101186467,19.741429504916667,18.0,-0.24090305591666666,1.385874086023301,-3.047312008,2.855687187,-14.215255395749999,11.0,0.1053477578,0.7932867874827625,-1.462270141,1.965568315,6.617782704416667,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9219244005113644,0.5563052958312981,0.0125117389119506,2.56721221713757,54.658040502742246,13.0,0.8520597010594011,0.4728029993676304,0.1953181110594963,2.1647571050678107,50.39023941979822,16.0,0.7921859639245469,0.4566821227597153,0.1448502650487775,2.07560000082441,47.06859488683772,16.0,0.8874996004616365,0.4394756194918511,0.181851267665547,2.2792445572443705,52.61611696693123,14.0,-8.64498360437691,42.50754471802777,-71.91261720511753,76.92899919275276,-602.0442262191525,14.0,5.264591863694861,38.72379850115423,-67.29236342084839,69.39557895641272,264.17149819313465,16.0,1.0754312438028897,0.577722427404204,0.2067085818494238,2.3761780144104203,63.329714519862335,15.0,0.9974734296160874,0.5461782510877629,0.0949819924317745,2.1894462110662958,58.633469257754605,14.0,0.8000854738655324,0.43519449323549486,0.0862536880213675,1.7968271441091406,46.809077058990646,16.0,1.0006314381105144,0.4493420953841937,0.2200250104474517,1.965848659870084,58.88132709518268,15.0,-2.55559475465004,48.72852984890357,-85.066527182904,82.05870905590906,-124.46072782380483,12.0,0
-0.14650569123333337,1.3492968241136074,-3.680949889,3.63709152,-8.129164280916667,16.0,0.07600982799999999,1.6137071537534462,-4.399866763,5.590760597,4.381215997416665,12.0,0.046986495999999975,1.0293289417221445,-2.50256942,2.720917604,1.942826941833331,15.0,-0.12548291695000002,1.3038020922372937,-2.737467559,2.695423196,-5.833065357333334,12.0,0.13628223025,1.575106673269259,-2.904821109,4.772227631,7.637235645083335,11.0,-0.021706235433333346,0.8674477150445108,-2.265711184,2.376357278,-1.0114683494166667,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2182200915280659,0.8467373618945047,0.2255199924928308,4.01660565340906,74.49922713981617,16.0,1.0662366091697073,0.8244485302703446,0.1046507142507001,4.034061195648767,66.27931732987871,16.0,1.0047926503769917,0.6522086717128402,0.2264516235948656,2.777715728192846,59.79890657959846,17.0,1.1399128371743243,0.7187591084242781,0.278613685279646,3.3444948476317404,69.6101952239285,16.0,2.164703930514714,42.015854653694554,-71.77545294778284,77.21274728214533,108.66769061558458,14.0,-14.423987165820538,41.641590299333615,-82.08251755806387,63.00638782118882,-837.8108321088359,16.0,1.275173128614553,0.6739834927120193,0.1163814546848093,3.39579518458172,76.00643078582333,15.0,1.0477018570700471,0.7142217900769035,0.1380150442291732,3.4974952526393244,62.58564270660629,15.0,0.9638638849074643,0.5381902927289693,0.0955389579192176,2.416693190122084,56.58019083705525,15.0,1.1439167470615954,0.570535803842699,0.1295874659101822,2.8724924945446566,68.02504334441616,17.0,1.4519082590950556,46.34522663797415,-73.21918439135646,85.0602663180059,35.62553477748901,12.0,0
-0.0822095600666667,1.8221183275666923,-4.792863825,4.18913782,-4.675980121250001,16.0,0.03333624169999998,2.252824513269029,-7.523231358,3.639419472,3.8272082828333356,16.0,0.013280221183333333,1.4765344572248988,-4.085261543,2.992637973,-1.1336860687500014,14.0,0.05347696454999995,1.6289288743879657,-4.449835302,4.01868439,3.5581230391666674,12.0,0.02698613194999998,1.7610557621969591,-4.585174667,5.34204005,3.6225414236666618,12.0,-0.23194204643333333,2.051514935882453,-9.176490426,3.534412987,-15.208244592166663,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.717030696523524,1.0970435200539996,0.4017819624887509,6.307557122650106,100.7986976750844,17.0,1.6339787168792321,0.9556161011067317,0.2735104368872037,6.053444141177371,96.59036233478994,17.0,1.3520175625537356,0.9459001219652529,0.3118507707418188,4.453139651959524,78.89799368964248,15.0,1.6204581260589053,0.9260123790016835,0.3593778230945338,5.66450690957012,95.25107255329563,15.0,5.354412931262316,46.904812439731046,-82.86830643231022,78.32443250622963,371.58167662215646,15.0,0.9721220927162844,34.03375697445844,-68.74970955364022,67.45240391596381,42.62881366686198,12.0,1.3807733647453502,0.9697105364708216,0.0973090607305783,4.726902586379038,84.01543195921786,17.0,1.4743245324169658,1.2133697561279067,0.0743504446594163,6.528497149643973,88.52091065722342,16.0,1.3952639738937038,1.2165987350293304,0.0616506630448335,6.48939150633629,83.87273290013651,15.0,1.4717770369556569,1.0666572339008573,0.0883099470140535,5.331009215660403,88.41302928222146,16.0,-0.13192037175319288,41.69156684396719,-77.42191731537633,86.29298453790574,86.94007444022475,13.0,0
-0.2681669133833333,3.752049229373039,-15.06269122,8.458398945,-13.20786179175,14.0,-0.05554946571666662,3.1469930931845096,-11.65292711,9.433892914,-1.4379343655833345,15.0,0.012609398449999996,2.2175873336560388,-9.686978849,4.228706552,-2.3805763446666672,16.0,-0.024676762783333323,1.9640408289022167,-4.003367055,9.52754288,-1.669518982999997,12.0,0.010470748750000036,1.9243770861572669,-6.131800461,5.792453428,2.4000475413333326,14.0,-0.005167728466666691,1.5441242681183125,-5.239827804,4.517398645,-0.5605123174166666,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.334377915807422,2.5469929456301137,0.1479751923553106,13.46616829354286,135.16992281222073,19.0,1.933853195325151,1.8997644595784762,0.1704231265995118,8.734442692490877,113.98519987991882,16.0,2.1607021992475977,2.1878453205046067,0.1500209864427268,11.038001061218164,126.68723260330304,19.0,2.214936212637894,2.160885825663188,0.3394010183627729,11.246712780273173,129.53892480694438,18.0,-1.0274223225751384,37.86951287308375,-65.69342635239173,75.37562556727508,-102.47054823670882,15.0,6.064990854691531,42.96861209861784,-74.3970172052154,74.42729729274878,352.1458390280637,13.0,1.3945904428435143,1.3427064233928048,0.086718305038408,6.843109346510041,81.6306639992106,21.0,1.2793743154236947,1.1744368012880861,0.1197340680248402,4.355590195803483,76.13972077493506,16.0,1.2620454550109175,1.2253393963144643,0.055265139579337,6.741511013329903,73.96522702668685,16.0,1.3834128714049114,1.1700362176026615,0.1367348130506312,5.591009426214084,81.63625135989993,18.0,0.5172900575811162,41.50772028619569,-70.98777633287058,88.4387981123376,58.416019114428394,14.0,0
0.19879376654500003,1.2538295708404832,-2.790185838,3.051358275,12.69307996161667,15.0,0.058174809650000006,1.1561087819086746,-3.60958144,2.457005685,1.4637227458333308,13.0,-0.10733851558333332,0.9488991408362818,-2.532968203,2.66819566,-7.178207273583334,13.0,0.30359678053333333,1.6127706647500664,-3.83361748,3.675064614,18.219994111083334,13.0,0.11069537649999998,1.1827278826225691,-2.725180382,3.293670104,4.065347013333332,14.0,-1.0070836948500002,2.765946966134351,-11.2016595,3.182034859,-55.78281515216666,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0055530515187836,0.6692371945702101,0.1710978316543213,2.6047392039784287,59.49013235123004,18.0,0.8719575706773643,0.5940380339862381,0.0264809832014775,2.760847812063921,49.68854251916428,16.0,0.9348293836572329,0.6111333323289363,0.1176839304193813,2.4915072531296736,53.89686801656762,17.0,0.9780391293008346,0.5615789296680185,0.211782999379089,2.2938189228335766,56.63183554948946,18.0,7.73286030516788,38.2969500244639,-67.67333497519529,83.0399283942302,397.2366889092465,16.0,3.8555648063128,44.331883080195816,-87.21063160786666,83.67558608382677,265.2210989639476,15.0,1.2054429217047624,0.7584939639571358,0.1591278594854077,3.4699592340503296,75.10849648297892,19.0,1.3712089715975035,1.770453692687452,0.0734568652054087,7.9297137461018785,79.81925158968332,16.0,1.5911568372969924,1.7645466193176842,0.1030874267163239,8.136436928907179,94.28105866379417,14.0,1.4891604008887354,1.416849062859813,0.2309382101507995,6.650482599843484,88.68324935601456,16.0,-0.25976757608328965,37.42663361977094,-73.90837230859552,83.4030849659172,-33.465447906640655,14.0,0
-0.13295319220000001,1.3951635414516639,-2.956671924,2.38421659,-9.083966751999997,14.0,0.0012244005833333294,1.408026217773544,-3.24184197,2.462218057,-2.15579176125,16.0,0.1280108677,0.6834058132537224,-1.102676599,1.788314389,7.631654414833335,15.0,-0.19248734785000002,1.2576606506253856,-3.156749423,2.508316815,-9.264434499666665,9.0,-0.17142879641666667,1.3928344062044729,-2.781137259,4.372095948,-13.270677039000006,14.0,-0.9836386710166668,3.2904402299412387,-10.71579067,2.045209999,-60.021591887166664,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2992962291982362,0.5066701630437036,0.0857687510618508,2.4446444670386334,77.81226687127256,19.0,1.000295237348651,0.46429943816382746,0.3237701628124784,2.303076774150754,59.92555192245252,17.0,0.9854638102337998,0.48629604419161987,0.1417533953373081,2.0959612445496645,58.16198617451754,18.0,1.147654164495363,0.3707662798367911,0.3132552359306189,1.999730927865355,68.47007853510382,18.0,1.5537267337814222,45.509647625888206,-83.73720734600515,80.29158408588371,-27.316259292011075,10.0,-4.121231752444312,44.337781539541915,-76.79515044821852,71.6240380639541,-277.3900445495214,13.0,1.1971128428751172,0.5807434989769721,0.1294266941437105,3.091590829677072,70.15642791172557,14.0,1.7688800537831548,1.9257304700049136,0.1983833735386103,7.711471521490228,106.60361899770484,15.0,1.708447891742531,1.9356911061927367,0.0405669318294716,7.62890169772546,101.6265694346651,12.0,1.7141350977493042,1.4646983646731195,0.3901556656768425,6.337867638182614,101.91785198073627,13.0,-4.587412557178797,43.1848582619621,-88.27142800902453,84.48921739919359,-365.6279805889517,15.0,0
-0.08677655774999998,1.371871729713389,-4.157516483,2.942446506,-0.5534054410833313,15.0,-0.10127800986666664,1.6155378643795124,-3.666702885,2.909052058,-3.931336735416669,12.0,0.08428228686666663,0.8019163186230714,-1.685971149,2.112994362,4.118489773833333,12.0,-0.02559042928333333,1.0689818623079332,-2.877852114,2.327254082,-0.7003069555000001,10.0,-0.043880207566666676,1.297608714846552,-3.378515439,2.455689561,-3.464882200583333,12.0,0.05635027581666672,0.8025344588123199,-1.737372373,1.627432783,3.0237212920000003,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.336070208397598,0.6631006747397066,0.1568426852510426,3.21458717338198,77.10417634639651,19.0,1.1249643732724317,0.5902109177695001,0.2428036487905832,2.6186304807647387,65.93150639890327,13.0,0.9748949645261878,0.5508745368789547,0.1118558633283506,2.944611633132764,56.431289637820136,16.0,1.2082382795446691,0.48532767153518425,0.3553639248280366,2.628286731192573,70.0353530843874,18.0,4.100454846197459,48.74529945533237,-79.85584451529591,85.90949434075276,235.3269207570696,14.0,-1.146679859423118,40.437789738210554,-83.28640928554441,75.32861893838903,-0.43918852545914433,16.0,1.0597929050278807,0.5218905147218418,0.1776993510553138,2.4717492433677046,61.67944609817269,14.0,0.961283313798497,0.4762256495553365,0.0639950322091729,2.491711266701593,56.62820631569227,15.0,0.828037438951631,0.4450531902567395,0.266236827553753,2.337794928264388,48.733972601280435,14.0,0.9881840245143796,0.4071238450867331,0.3233103266189449,2.0993627720359647,57.83407966939357,12.0,1.9559350315750628,46.579938058573696,-74.67487774877945,74.62330234267318,55.62290191958053,13.0,0
